building_seed,K,building_id,selected_rows,selected_anomalies,selected_normals,selected_anomaly_rate
45,100,332,162,0,162,0.0
45,100,762,1755,1596,159,0.9094017094017094
45,100,1030,501,44,457,0.08782435129740519
45,100,888,612,177,435,0.28921568627450983
45,100,402,156,0,156,0.0
45,100,1438,293,18,275,0.06143344709897611
45,100,698,171,11,160,0.06432748538011696
45,100,594,186,0,186,0.0
45,100,1074,320,0,320,0.0
45,100,0,854,753,101,0.8817330210772834
45,100,192,1690,1348,342,0.7976331360946746
45,100,556,170,3,167,0.01764705882352941
45,100,1232,1619,1118,501,0.6905497220506486
45,100,816,194,67,127,0.34536082474226804
45,100,1048,158,1,157,0.006329113924050633
45,100,406,167,0,167,0.0
45,100,1210,452,6,446,0.01327433628318584
45,100,878,524,142,382,0.27099236641221375
46,10,300,120,0,120,0.0
46,10,1146,283,4,279,0.014134275618374558
46,10,220,534,97,437,0.18164794007490637
46,10,920,704,285,419,0.40482954545454547
46,10,1358,365,0,365,0.0
46,10,38,1527,1436,91,0.9404060248853962
46,10,1318,920,532,388,0.5782608695652174
46,10,498,136,0,136,0.0
46,10,732,283,146,137,0.5159010600706714
46,10,584,128,0,128,0.0
46,20,300,132,0,132,0.0
46,20,1146,305,4,301,0.013114754098360656
46,20,220,560,97,463,0.1732142857142857
46,20,920,726,285,441,0.3925619834710744
46,20,1358,392,0,392,0.0
46,20,38,1529,1436,93,0.9391759319816874
46,20,1318,940,532,408,0.5659574468085107
46,20,498,144,0,144,0.0
46,20,732,290,146,144,0.503448275862069
46,20,584,135,0,135,0.0
46,20,826,373,222,151,0.5951742627345844
46,20,114,711,440,271,0.6188466947960619
46,20,334,128,0,128,0.0
46,20,1080,491,46,445,0.09368635437881874
46,20,758,1808,1620,188,0.8960176991150443
46,20,232,338,6,332,0.01775147928994083
46,20,890,603,165,438,0.2736318407960199
46,20,1340,126,0,126,0.0
46,20,466,132,0,132,0.0
46,20,1036,137,1,136,0.0072992700729927005
46,50,300,136,0,136,0.0
46,50,1146,326,4,322,0.012269938650306749
46,50,220,591,97,494,0.16412859560067683
46,50,920,742,285,457,0.38409703504043125
46,50,1358,424,0,424,0.0
46,50,38,1536,1436,100,0.9348958333333334
46,50,1318,972,532,440,0.5473251028806584
46,50,498,157,0,157,0.0
46,50,732,299,146,153,0.4882943143812709
46,50,584,153,0,153,0.0
46,50,826,388,222,166,0.5721649484536082
46,50,114,728,440,288,0.6043956043956044
46,50,334,139,0,139,0.0
46,50,1080,527,46,481,0.0872865275142315
46,50,758,1822,1620,202,0.889132821075741
46,50,232,356,6,350,0.016853932584269662
46,50,890,631,165,466,0.26148969889064977
46,50,1340,133,0,133,0.0
46,50,466,139,0,139,0.0
46,50,1036,143,1,142,0.006993006993006993
46,50,100,585,478,107,0.8170940170940171
46,50,1310,606,142,464,0.23432343234323433
46,50,1016,149,10,139,0.06711409395973154
46,50,1218,478,12,466,0.02510460251046025
46,50,550,163,0,163,0.0
46,50,664,154,12,142,0.07792207792207792
46,50,616,154,0,154,0.0
46,50,224,481,11,470,0.02286902286902287
46,50,978,914,458,456,0.5010940919037199
46,50,296,170,7,163,0.041176470588235294
46,50,1342,685,313,372,0.4569343065693431
46,50,852,184,53,131,0.28804347826086957
46,50,1208,405,87,318,0.21481481481481482
46,50,8,604,518,86,0.8576158940397351
46,50,424,154,0,154,0.0
46,50,1324,996,640,356,0.642570281124498
46,50,250,707,289,418,0.4087694483734088
46,50,796,616,145,471,0.2353896103896104
46,50,698,174,8,166,0.04597701149425287
46,50,398,175,0,175,0.0
46,50,648,154,0,154,0.0
46,50,882,184,31,153,0.16847826086956522
46,50,1374,148,5,143,0.033783783783783786
46,50,1078,597,293,304,0.490787269681742
46,50,144,1012,813,199,0.8033596837944664
46,50,362,152,0,152,0.0
46,50,24,594,495,99,0.8333333333333334
46,50,180,2273,2243,30,0.9868015838099428
46,50,782,166,4,162,0.024096385542168676
46,50,1276,824,433,391,0.5254854368932039
46,100,300,144,0,144,0.0
46,100,1146,352,4,348,0.011363636363636364
46,100,220,611,97,514,0.15875613747954173
46,100,920,768,285,483,0.37109375
46,100,1358,448,0,448,0.0
46,100,38,1542,1436,106,0.9312581063553826
46,100,1318,997,532,465,0.5336008024072216
46,100,498,171,0,171,0.0
46,100,732,307,146,161,0.4755700325732899
46,100,584,163,0,163,0.0
46,100,826,399,222,177,0.556390977443609
46,100,114,741,440,301,0.5937921727395412
46,100,334,151,0,151,0.0
46,100,1080,554,46,508,0.08303249097472924
46,100,758,1831,1620,211,0.8847624249044238
46,100,232,368,6,362,0.016304347826086956
46,100,890,658,165,493,0.2507598784194529
46,100,1340,141,0,141,0.0
46,100,466,147,0,147,0.0
46,100,1036,153,1,152,0.006535947712418301
46,100,100,865,749,116,0.8658959537572254
46,100,1310,707,220,487,0.31117397454031115
46,100,1016,158,12,146,0.0759493670886076
46,100,1218,503,15,488,0.02982107355864811
46,100,550,182,0,182,0.0
46,100,664,168,18,150,0.10714285714285714
46,100,616,166,0,166,0.0
46,100,224,512,14,498,0.02734375
46,100,978,1201,719,482,0.5986677768526228
46,100,296,183,13,170,0.07103825136612021
46,100,1342,845,455,390,0.5384615384615384
46,100,852,218,78,140,0.3577981651376147
46,100,1208,467,131,336,0.28051391862955033
46,100,8,905,814,91,0.8994475138121547
46,100,424,166,0,166,0.0
46,100,1324,1380,998,382,0.7231884057971014
46,100,250,910,468,442,0.5142857142857142
46,100,796,707,213,494,0.3012729844413013
46,100,698,191,12,179,0.06282722513089005
46,100,398,183,0,183,0.0
46,100,648,163,0,163,0.0
46,100,882,208,49,159,0.23557692307692307
46,100,1374,160,10,150,0.0625
46,100,1078,792,477,315,0.6022727272727273
46,100,144,1515,1307,208,0.8627062706270627
46,100,362,161,0,161,0.0
46,100,24,870,765,105,0.8793103448275862
46,100,180,3564,3531,33,0.9907407407407407
46,100,782,180,5,175,0.027777777777777776
46,100,1276,1099,674,425,0.6132848043676069
46,100,298,182,1,181,0.005494505494505495
46,100,1134,134,4,130,0.029850746268656716
46,100,836,129,0,129,0.0
46,100,948,643,159,484,0.24727838258164853
46,100,1326,412,0,412,0.0
46,100,530,167,0,167,0.0
46,100,718,169,17,152,0.10059171597633136
46,100,636,151,0,151,0.0
46,100,252,1503,1275,228,0.8483033932135728
46,100,1044,184,1,183,0.005434782608695652
46,100,534,167,11,156,0.0658682634730539
46,100,1156,513,3,510,0.005847953216374269
46,100,30,999,757,242,0.7577577577577578
46,100,1280,1187,921,266,0.7759056444818871
46,100,988,202,47,155,0.23267326732673269
46,100,1362,282,0,282,0.0
46,100,332,182,0,182,0.0
46,100,1014,158,7,151,0.04430379746835443
46,100,286,343,12,331,0.03498542274052478
46,100,1178,373,1,372,0.002680965147453083
46,100,124,180,13,167,0.07222222222222222
46,100,344,177,0,177,0.0
46,100,680,207,19,188,0.09178743961352658
46,100,630,154,0,154,0.0
46,100,854,258,113,145,0.437984496124031
46,100,94,925,818,107,0.8843243243243243
46,100,886,1501,1082,419,0.7208527648234511
46,100,490,153,0,153,0.0
46,100,1440,125,0,125,0.0
46,100,1256,500,142,358,0.284
46,100,1204,163,1,162,0.006134969325153374
46,100,170,318,1,317,0.0031446540880503146
46,100,392,187,0,187,0.0
46,100,786,174,40,134,0.22988505747126436
46,100,1028,1433,1083,350,0.7557571528262387
46,100,922,643,164,479,0.25505443234836706
46,100,352,166,0,166,0.0
46,100,1414,345,36,309,0.10434782608695652
46,100,668,210,48,162,0.22857142857142856
46,100,654,161,1,160,0.006211180124223602
46,100,1120,174,5,169,0.028735632183908046
46,100,48,548,441,107,0.8047445255474452
46,100,178,329,3,326,0.00911854103343465
46,100,544,175,0,175,0.0
46,100,1270,1056,627,429,0.59375
46,100,872,208,71,137,0.34134615384615385
46,100,1066,242,88,154,0.36363636363636365
46,100,440,168,1,167,0.005952380952380952
46,100,1172,359,37,322,0.10306406685236769
46,100,956,706,203,503,0.28753541076487255
47,10,554,136,0,136,0.0
47,10,1220,538,96,442,0.17843866171003717
47,10,210,407,3,404,0.007371007371007371
47,10,948,543,156,387,0.287292817679558
47,10,1326,340,0,340,0.0
47,10,88,871,791,80,0.9081515499425947
47,10,1302,1737,1432,305,0.8244099021301093
47,10,438,150,0,150,0.0
47,10,712,148,22,126,0.14864864864864866
47,10,624,130,0,130,0.0
47,20,554,145,0,145,0.0
47,20,1220,617,153,464,0.2479740680713128
47,20,210,423,6,417,0.014184397163120567
47,20,948,662,255,407,0.3851963746223565
47,20,1326,357,0,357,0.0
47,20,88,1280,1198,82,0.9359375
47,20,1302,2585,2263,322,0.8754352030947775
47,20,438,157,0,157,0.0
47,20,712,162,32,130,0.19753086419753085
47,20,624,133,0,133,0.0
47,20,864,334,199,135,0.5958083832335329
47,20,124,157,13,144,0.08280254777070063
47,20,496,148,0,148,0.0
47,20,1184,285,6,279,0.021052631578947368
47,20,766,558,276,282,0.4946236559139785
47,20,284,676,324,352,0.47928994082840237
47,20,922,647,249,398,0.3848531684698609
47,20,1386,401,25,376,0.06234413965087282
47,20,300,126,0,126,0.0
47,20,1048,147,1,146,0.006802721088435374
47,50,554,148,0,148,0.0
47,50,1220,626,153,473,0.24440894568690097
47,50,210,435,6,429,0.013793103448275862
47,50,948,677,255,422,0.3766617429837518
47,50,1326,365,0,365,0.0
47,50,88,1281,1198,83,0.9352068696330992
47,50,1302,2591,2263,328,0.8734079505982246
47,50,438,160,0,160,0.0
47,50,712,169,32,137,0.1893491124260355
47,50,624,138,0,138,0.0
47,50,864,338,199,139,0.5887573964497042
47,50,124,159,13,146,0.08176100628930817
47,50,496,149,0,149,0.0
47,50,1184,291,6,285,0.020618556701030927
47,50,766,561,276,285,0.4919786096256685
47,50,284,685,324,361,0.472992700729927
47,50,922,663,249,414,0.3755656108597285
47,50,1386,412,25,387,0.06067961165048544
47,50,300,131,0,131,0.0
47,50,1048,153,1,152,0.006535947712418301
47,50,72,756,655,101,0.8664021164021164
47,50,1310,610,176,434,0.28852459016393445
47,50,1006,110,1,109,0.00909090909090909
47,50,1130,1457,1279,178,0.8778311599176389
47,50,378,138,0,138,0.0
47,50,732,205,64,141,0.3121951219512195
47,50,572,138,0,138,0.0
47,50,184,398,0,398,0.0
47,50,946,526,136,390,0.2585551330798479
47,50,416,147,0,147,0.0
47,50,1352,234,0,234,0.0
47,50,820,179,37,142,0.20670391061452514
47,50,1218,453,13,440,0.02869757174392936
47,50,98,987,816,171,0.8267477203647416
47,50,458,144,3,141,0.020833333333333332
47,50,1266,565,103,462,0.18230088495575222
47,50,244,824,407,417,0.49393203883495146
47,50,790,290,20,270,0.06896551724137931
47,50,666,166,18,148,0.10843373493975904
47,50,358,138,0,138,0.0
47,50,566,149,1,148,0.006711409395973154
47,50,972,1106,712,394,0.64376130198915
47,50,1350,715,373,342,0.5216783216783217
47,50,1190,154,1,153,0.006493506493506494
47,50,138,793,558,235,0.7036569987389659
47,50,550,153,0,153,0.0
47,50,78,809,615,194,0.7601977750309024
47,50,198,332,46,286,0.13855421686746988
47,50,774,1100,731,369,0.6645454545454546
47,50,1246,1092,735,357,0.6730769230769231
47,100,554,159,0,159,0.0
47,100,1220,650,153,497,0.2353846153846154
47,100,210,453,6,447,0.013245033112582781
47,100,948,694,255,439,0.36743515850144093
47,100,1326,382,0,382,0.0
47,100,88,1288,1198,90,0.9301242236024845
47,100,1302,2604,2263,341,0.8690476190476191
47,100,438,162,0,162,0.0
47,100,712,173,32,141,0.18497109826589594
47,100,624,144,0,144,0.0
47,100,864,342,199,143,0.5818713450292398
47,100,124,166,13,153,0.0783132530120482
47,100,496,159,0,159,0.0
47,100,1184,304,6,298,0.019736842105263157
47,100,766,579,276,303,0.47668393782383417
47,100,284,706,324,382,0.45892351274787535
47,100,922,683,249,434,0.3645680819912152
47,100,1386,424,25,399,0.0589622641509434
47,100,300,135,0,135,0.0
47,100,1048,158,1,157,0.006329113924050633
47,100,72,900,796,104,0.8844444444444445
47,100,1310,672,221,451,0.3288690476190476
47,100,1006,113,1,112,0.008849557522123894
47,100,1130,1729,1541,188,0.8912666281087334
47,100,378,144,0,144,0.0
47,100,732,226,78,148,0.34513274336283184
47,100,572,142,0,142,0.0
47,100,184,416,0,416,0.0
47,100,946,588,178,410,0.30272108843537415
47,100,416,156,0,156,0.0
47,100,1352,241,0,241,0.0
47,100,820,199,48,151,0.24120603015075376
47,100,1218,474,15,459,0.03164556962025317
47,100,98,1179,1000,179,0.8481764206955047
47,100,458,148,4,144,0.02702702702702703
47,100,1266,608,129,479,0.21217105263157895
47,100,244,933,499,434,0.5348338692390139
47,100,790,306,24,282,0.0784313725490196
47,100,666,169,20,149,0.11834319526627218
47,100,358,146,0,146,0.0
47,100,566,155,1,154,0.0064516129032258064
47,100,972,1255,839,416,0.6685258964143427
47,100,1350,822,463,359,0.5632603406326034
47,100,1190,162,3,159,0.018518518518518517
47,100,138,923,677,246,0.733477789815818
47,100,550,159,0,159,0.0
47,100,78,984,774,210,0.7865853658536586
47,100,198,349,59,290,0.16905444126074498
47,100,774,1258,865,393,0.6875993640699523
47,100,1246,1282,904,378,0.7051482059282371
47,100,310,177,4,173,0.022598870056497175
47,100,1110,152,8,144,0.05263157894736842
47,100,844,134,5,129,0.03731343283582089
47,100,934,379,107,272,0.28232189973614774
47,100,1336,419,32,387,0.07637231503579953
47,100,486,151,6,145,0.039735099337748346
47,100,680,199,19,180,0.09547738693467336
47,100,638,149,0,149,0.0
47,100,226,463,4,459,0.008639308855291577
47,100,1066,228,89,139,0.39035087719298245
47,100,400,146,0,146,0.0
47,100,1186,320,7,313,0.021875
47,100,92,995,774,221,0.7778894472361809
47,100,1244,1067,669,398,0.626991565135895
47,100,914,594,157,437,0.26430976430976433
47,100,1360,295,29,266,0.09830508474576272
47,100,362,150,0,150,0.0
47,100,1018,2289,2009,280,0.8776758409785933
47,100,206,624,176,448,0.28205128205128205
47,100,1122,529,242,287,0.45746691871455575
47,100,108,588,468,120,0.7959183673469388
47,100,558,156,0,156,0.0
47,100,658,168,15,153,0.08928571428571429
47,100,626,110,2,108,0.01818181818181818
47,100,830,171,18,153,0.10526315789473684
47,100,24,863,767,96,0.8887601390498262
47,100,974,628,152,476,0.24203821656050956
47,100,402,154,0,154,0.0
47,100,1376,265,0,265,0.0
47,100,1284,598,149,449,0.2491638795986622
47,100,1168,462,12,450,0.025974025974025976
47,100,254,741,311,430,0.41970310391363025
47,100,336,174,1,173,0.005747126436781609
47,100,748,318,32,286,0.10062893081761007
47,100,1028,1398,1083,315,0.7746781115879828
47,100,894,613,156,457,0.2544861337683524
47,100,1392,282,30,252,0.10638297872340426
47,100,532,147,0,147,0.0
47,100,686,194,55,139,0.28350515463917525
47,100,588,165,0,165,0.0
47,100,1116,141,0,141,0.0
47,100,10,878,784,94,0.8929384965831435
47,100,200,1951,1623,328,0.831881086622245
47,100,564,149,0,149,0.0
47,100,1278,309,192,117,0.6213592233009708
47,100,872,197,72,125,0.36548223350253806
47,100,1034,157,0,157,0.0
47,100,476,184,25,159,0.1358695652173913
47,100,1176,973,520,453,0.5344295991778006
47,100,940,203,57,146,0.28078817733990147
48,10,388,193,0,193,0.0
48,10,1072,1220,1014,206,0.8311475409836065
48,10,192,1286,879,407,0.6835147744945568
48,10,882,199,31,168,0.15577889447236182
48,10,1364,333,8,325,0.024024024024024024
48,10,42,581,471,110,0.810671256454389
48,10,1262,647,80,567,0.12364760432766615
48,10,384,169,2,167,0.011834319526627219
48,10,616,180,0,180,0.0
48,10,712,192,15,177,0.078125
48,20,388,193,0,193,0.0
48,20,1072,1428,1222,206,0.8557422969187675
48,20,192,1457,1050,407,0.7206588881262869
48,20,882,203,35,168,0.1724137931034483
48,20,1364,336,11,325,0.03273809523809524
48,20,42,666,556,110,0.8348348348348348
48,20,1262,672,105,567,0.15625
48,20,384,169,2,167,0.011834319526627219
48,20,616,180,0,180,0.0
48,20,712,197,20,177,0.10152284263959391
48,20,834,208,61,147,0.2932692307692308
48,20,140,468,345,123,0.7371794871794872
48,20,454,159,0,159,0.0
48,20,1218,473,13,460,0.02748414376321353
48,20,776,667,250,417,0.3748125937031484
48,20,200,1562,1233,329,0.7893725992317542
48,20,892,211,60,151,0.2843601895734597
48,20,1386,416,14,402,0.03365384615384615
48,20,492,182,23,159,0.12637362637362637
48,20,1046,153,0,153,0.0
48,50,388,198,0,198,0.0
48,50,1072,1438,1222,216,0.8497913769123783
48,50,192,1477,1050,427,0.7109004739336493
48,50,882,205,35,170,0.17073170731707318
48,50,1364,347,11,336,0.03170028818443804
48,50,42,671,556,115,0.8286140089418778
48,50,1262,704,105,599,0.14914772727272727
48,50,384,179,2,177,0.0111731843575419
48,50,616,190,0,190,0.0
48,50,712,199,20,179,0.10050251256281408
48,50,834,242,61,181,0.25206611570247933
48,50,140,497,345,152,0.6941649899396378
48,50,454,193,0,193,0.0
48,50,1218,554,13,541,0.023465703971119134
48,50,776,759,250,509,0.32938076416337286
48,50,200,1630,1233,397,0.756441717791411
48,50,892,250,60,190,0.24
48,50,1386,505,14,491,0.027722772277227723
48,50,492,207,23,184,0.1111111111111111
48,50,1046,200,0,200,0.0
48,50,16,626,507,119,0.8099041533546326
48,50,1324,1147,714,433,0.6224934612031386
48,50,1014,174,6,168,0.034482758620689655
48,50,1132,196,36,160,0.1836734693877551
48,50,336,210,0,210,0.0
48,50,626,134,2,132,0.014925373134328358
48,50,738,391,255,136,0.6521739130434783
48,50,180,2547,2503,44,0.9827247742442089
48,50,936,216,39,177,0.18055555555555555
48,50,354,199,0,199,0.0
48,50,1422,175,0,175,0.0
48,50,812,196,45,151,0.22959183673469388
48,50,1130,1330,1104,226,0.8300751879699249
48,50,30,807,531,276,0.6579925650557621
48,50,562,178,5,173,0.028089887640449437
48,50,1288,698,202,496,0.28939828080229224
48,50,280,168,4,164,0.023809523809523808
48,50,790,353,17,336,0.04815864022662889
48,50,620,169,1,168,0.005917159763313609
48,50,412,198,0,198,0.0
48,50,688,193,11,182,0.05699481865284974
48,50,996,724,178,546,0.24585635359116023
48,50,1416,161,0,161,0.0
48,50,1126,401,1,400,0.0024937655860349127
48,50,114,655,322,333,0.4916030534351145
48,50,364,177,0,177,0.0
48,50,64,646,529,117,0.8188854489164087
48,50,160,176,0,176,0.0
48,50,746,170,1,169,0.0058823529411764705
48,50,1226,940,487,453,0.5180851063829788
48,100,388,198,0,198,0.0
48,100,1072,1911,1695,216,0.8869701726844584
48,100,192,1874,1447,427,0.772145144076841
48,100,882,222,52,170,0.23423423423423423
48,100,1364,351,15,336,0.042735042735042736
48,100,42,884,769,115,0.8699095022624435
48,100,1262,740,141,599,0.19054054054054054
48,100,384,179,2,177,0.0111731843575419
48,100,616,190,0,190,0.0
48,100,712,202,23,179,0.11386138613861387
48,100,834,262,81,181,0.30916030534351147
48,100,140,647,495,152,0.7650695517774343
48,100,454,193,0,193,0.0
48,100,1218,556,15,541,0.02697841726618705
48,100,776,856,347,509,0.4053738317757009
48,100,200,2075,1678,397,0.8086746987951807
48,100,892,276,86,190,0.3115942028985507
48,100,1386,508,17,491,0.03346456692913386
48,100,492,214,30,184,0.14018691588785046
48,100,1046,201,1,200,0.004975124378109453
48,100,16,889,770,119,0.8661417322834646
48,100,1324,1470,1037,433,0.7054421768707483
48,100,1014,175,7,168,0.04
48,100,1132,208,48,160,0.23076923076923078
48,100,336,211,1,210,0.004739336492890996
48,100,626,134,2,132,0.014925373134328358
48,100,738,518,382,136,0.7374517374517374
48,100,180,3711,3667,44,0.9881433575855565
48,100,936,234,57,177,0.24358974358974358
48,100,354,199,0,199,0.0
48,100,1422,175,0,175,0.0
48,100,812,228,77,151,0.33771929824561403
48,100,1130,1823,1597,226,0.8760285244103126
48,100,30,1062,786,276,0.7401129943502824
48,100,562,180,7,173,0.03888888888888889
48,100,1288,783,287,496,0.3665389527458493
48,100,280,171,7,164,0.04093567251461988
48,100,790,360,24,336,0.06666666666666667
48,100,620,169,1,168,0.005917159763313609
48,100,412,200,2,198,0.01
48,100,688,206,24,182,0.11650485436893204
48,100,996,808,262,546,0.32425742574257427
48,100,1416,161,0,161,0.0
48,100,1126,401,1,400,0.0024937655860349127
48,100,114,791,458,333,0.5790139064475348
48,100,364,177,0,177,0.0
48,100,64,919,802,117,0.8726877040261154
48,100,160,176,0,176,0.0
48,100,746,172,3,169,0.01744186046511628
48,100,1226,1188,735,453,0.6186868686868687
48,100,448,159,1,158,0.006289308176100629
48,100,1184,310,1,309,0.0032258064516129032
48,100,856,397,252,145,0.6347607052896725
48,100,918,626,156,470,0.24920127795527156
48,100,1414,322,38,284,0.11801242236024845
48,100,550,162,0,162,0.0
48,100,628,149,0,149,0.0
48,100,736,209,36,173,0.1722488038277512
48,100,266,171,4,167,0.023391812865497075
48,100,1058,150,1,149,0.006666666666666667
48,100,418,154,0,154,0.0
48,100,1206,463,27,436,0.058315334773218146
48,100,60,1370,1161,209,0.8474452554744526
48,100,1258,902,360,542,0.3991130820399113
48,100,966,629,163,466,0.2591414944356121
48,100,1340,131,0,131,0.0
48,100,400,148,0,148,0.0
48,100,1020,166,3,163,0.018072289156626505
48,100,164,171,4,167,0.023391812865497075
48,100,1090,511,2,509,0.003913894324853229
48,100,126,165,2,163,0.012121212121212121
48,100,440,156,1,155,0.00641025641025641
48,100,590,978,894,84,0.9141104294478528
48,100,674,198,25,173,0.12626262626262627
48,100,820,204,50,154,0.24509803921568626
48,100,54,886,796,90,0.8984198645598194
48,100,888,631,190,441,0.3011093502377179
48,100,552,174,1,173,0.005747126436781609
48,100,1378,274,2,272,0.0072992700729927005
48,100,1286,601,147,454,0.24459234608985025
48,100,1196,322,0,322,0.0
48,100,226,473,4,469,0.008456659619450317
48,100,514,156,0,156,0.0
48,100,748,329,33,296,0.10030395136778116
48,100,1032,451,1,450,0.0022172949002217295
48,100,928,699,275,424,0.39341917024320455
48,100,554,161,0,161,0.0
48,100,1438,296,18,278,0.060810810810810814
48,100,652,158,0,158,0.0
48,100,658,177,15,162,0.0847457627118644
48,100,1210,458,6,452,0.013100436681222707
48,100,66,891,807,84,0.9057239057239057
48,100,184,424,0,424,0.0
48,100,322,149,0,149,0.0
48,100,1302,1873,1522,351,0.8126001067805659
48,100,836,120,0,120,0.0
48,100,1056,150,2,148,0.013333333333333334
48,100,540,160,0,160,0.0
48,100,1178,350,1,349,0.002857142857142857
48,100,902,198,61,137,0.30808080808080807
49,10,522,133,0,133,0.0
49,10,1214,452,1,451,0.0022123893805309734
49,10,284,602,242,360,0.4019933554817276
49,10,1392,274,32,242,0.11678832116788321
49,10,924,640,204,436,0.31875
49,10,2,956,871,85,0.9110878661087866
49,10,1324,1459,1122,337,0.7690198766278272
49,10,312,180,28,152,0.15555555555555556
49,10,726,148,0,148,0.0
49,10,578,156,0,156,0.0
49,20,522,142,0,142,0.0
49,20,1214,475,4,471,0.008421052631578947
49,20,284,732,349,383,0.476775956284153
49,20,1392,308,56,252,0.18181818181818182
49,20,924,743,284,459,0.3822341857335128
49,20,2,1371,1283,88,0.9358132749817651
49,20,1324,2004,1656,348,0.8263473053892215
49,20,312,205,46,159,0.22439024390243903
49,20,726,154,0,154,0.0
49,20,578,165,0,165,0.0
49,20,846,155,0,155,0.0
49,20,114,1035,759,276,0.7333333333333333
49,20,476,203,42,161,0.20689655172413793
49,20,1190,163,3,160,0.018404907975460124
49,20,784,385,67,318,0.17402597402597403
49,20,232,351,7,344,0.019943019943019943
49,20,1406,293,24,269,0.08191126279863481
49,20,942,678,268,410,0.3952802359882006
49,20,352,147,0,147,0.0
49,20,1066,291,152,139,0.5223367697594502
49,50,522,157,0,157,0.0
49,50,1214,507,4,503,0.007889546351084813
49,50,284,765,349,416,0.4562091503267974
49,50,1392,324,56,268,0.1728395061728395
49,50,924,789,284,505,0.35994930291508237
49,50,2,1380,1283,97,0.9297101449275362
49,50,1324,2033,1656,377,0.8145597638957206
49,50,312,219,46,173,0.2100456621004566
49,50,726,162,0,162,0.0
49,50,578,176,0,176,0.0
49,50,846,164,0,164,0.0
49,50,114,1059,759,300,0.71671388101983
49,50,476,219,42,177,0.1917808219178082
49,50,1190,176,3,173,0.017045454545454544
49,50,784,403,67,336,0.1662531017369727
49,50,232,368,7,361,0.019021739130434784
49,50,1406,313,24,289,0.07667731629392971
49,50,942,721,268,453,0.37170596393897365
49,50,352,164,0,164,0.0
49,50,1066,306,152,154,0.49673202614379086
49,50,18,879,773,106,0.8794084186575654
49,50,1262,650,137,513,0.21076923076923076
49,50,1026,153,4,149,0.026143790849673203
49,50,1140,532,11,521,0.020676691729323307
49,50,544,172,0,172,0.0
49,50,690,181,18,163,0.09944751381215469
49,50,610,166,0,166,0.0
49,50,204,339,7,332,0.02064896755162242
49,50,422,186,0,186,0.0
49,50,1442,288,0,288,0.0
49,50,890,659,167,492,0.2534142640364188
49,50,818,221,70,151,0.3167420814479638
49,50,1178,372,1,371,0.002688172043010753
49,50,4,882,784,98,0.8888888888888888
49,50,558,171,0,171,0.0
49,50,1322,1182,761,421,0.643824027072758
49,50,180,3622,3589,33,0.9908890115958034
49,50,790,324,24,300,0.07407407407407407
49,50,668,208,49,159,0.23557692307692307
49,50,292,175,0,175,0.0
49,50,574,139,0,139,0.0
49,50,1402,274,14,260,0.051094890510948905
49,50,984,230,52,178,0.22608695652173913
49,50,1100,372,1,371,0.002688172043010753
49,50,148,192,33,159,0.171875
49,50,442,168,8,160,0.047619047619047616
49,50,70,936,831,105,0.8878205128205128
49,50,278,239,65,174,0.2719665271966527
49,50,746,159,3,156,0.018867924528301886
49,50,1306,524,98,426,0.18702290076335878
49,100,522,159,0,159,0.0
49,100,1214,510,4,506,0.00784313725490196
49,100,284,772,349,423,0.4520725388601036
49,100,1392,327,56,271,0.1712538226299694
49,100,924,802,284,518,0.3541147132169576
49,100,2,1382,1283,99,0.9283646888567294
49,100,1324,2041,1656,385,0.8113669769720725
49,100,312,222,46,176,0.2072072072072072
49,100,726,164,0,164,0.0
49,100,578,177,0,177,0.0
49,100,846,167,0,167,0.0
49,100,114,1062,759,303,0.7146892655367232
49,100,476,220,42,178,0.19090909090909092
49,100,1190,176,3,173,0.017045454545454544
49,100,784,410,67,343,0.16341463414634147
49,100,232,374,7,367,0.01871657754010695
49,100,1406,316,24,292,0.0759493670886076
49,100,942,728,268,460,0.36813186813186816
49,100,352,168,0,168,0.0
49,100,1066,307,152,155,0.495114006514658
49,100,18,907,798,109,0.8798235942668137
49,100,1262,668,146,522,0.218562874251497
49,100,1026,159,5,154,0.031446540880503145
49,100,1140,540,11,529,0.020370370370370372
49,100,544,176,0,176,0.0
49,100,690,185,18,167,0.0972972972972973
49,100,610,169,0,169,0.0
49,100,204,344,7,337,0.020348837209302327
49,100,422,190,0,190,0.0
49,100,1442,293,0,293,0.0
49,100,890,675,176,499,0.2607407407407407
49,100,818,229,73,156,0.31877729257641924
49,100,1178,374,1,373,0.00267379679144385
49,100,4,912,813,99,0.8914473684210527
49,100,558,174,0,174,0.0
49,100,1322,1221,792,429,0.6486486486486487
49,100,180,3780,3747,33,0.9912698412698413
49,100,790,334,24,310,0.0718562874251497
49,100,668,216,52,164,0.24074074074074073
49,100,292,175,0,175,0.0
49,100,574,144,0,144,0.0
49,100,1402,280,16,264,0.05714285714285714
49,100,984,235,55,180,0.23404255319148937
49,100,1100,374,1,373,0.00267379679144385
49,100,148,195,34,161,0.17435897435897435
49,100,442,169,8,161,0.047337278106508875
49,100,70,973,866,107,0.8900308324768756
49,100,278,239,65,174,0.2719665271966527
49,100,746,160,3,157,0.01875
49,100,1306,537,103,434,0.19180633147113593
49,100,372,158,0,158,0.0
49,100,1122,571,253,318,0.44308231173380036
49,100,804,262,122,140,0.46564885496183206
49,100,1356,134,0,134,0.0
